URL handle,Title,Product category,Nombre de propiedad 1,Valor de propiedad 1,Nombre de propiedad 2,Valor de propiedad 2,Nombre de propiedad 3,Valor de propiedad 3,Price,Compare-at price,Weight value (grams),Height,Width,Depth,Inventory quantity,SKU,Barcode,Published on online store,Requires shipping,Description,Tags,SEO title,SEO description,Vendor,Type,Google Shopping / MPN,Google Shopping / Gender,Google Shopping / Age group,Cost per item,Status,Option1 name,Option1 value,Option2 name,Option2 value,Option3 name,Option3 value,Charge tax,Tax code,Inventory tracker,Continue selling when out of stock,Fulfillment service,Product image URL,Google Shopping / Google product category
mousepad-yakuza-mgm-classic,,,Medida,XL (100x60cm),Color,Blanco,,,"29,000.00",,0.7,8.0,32.0,8.0,,,,,,,,,,,,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-yakuza-mgm-classic,,,Medida,XXL (110x70cm),Color,Negro,,,"37,500.00",,0.8,8.0,32.0,8.0,,,,,,,,,,,,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-yakuza-mgm-classic,,,Medida,XXL (110x70cm),Color,Blanco,,,"37,500.00",,0.8,8.0,32.0,8.0,,,,,,,,,,,,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-yakuza-mgm-classic,,,Medida,XXXL (140x100cm),Color,Negro,,,"69,500.00",,0.4,8.0,32.0,8.0,,,,,,,,,,,,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-yakuza-mgm-classic,,,Medida,XXXL (140x100cm),Color,Blanco,,,"69,500.00",,0.4,8.0,32.0,8.0,,,,,,,,,,,,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-berserk-mgm-classic,Mousepad Berserk | MGM Classic,mousepads > serie classic,Medida,M (82x32cm),,,,,"12,500.00",,0.4,8.0,32.0,8.0,,,,SI,NO,,,Mousepad gamer XL con env?o gratis a sucursal y bordado reforzado.,"Consigue el mejor rendimiento en tus juegos con nuestro Mousepad gamer XL personalizado con env?o gratis a sucursal en Argentina. Nuestro bordado reforzado garantiza una mayor durabilidad y resistencia a tu mousepad. Adem?s, ?t? eliges el dise?o! Crea un mousepad ?nico y personalizado que se adapte a tu est",MgMGamers - Mousepads,SI,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-berserk-mgm-classic,,,Medida,L (90x40cm),,,,,"16,500.00",,0.4,8.0,32.0,8.0,,,,,,,,,,,,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-berserk-mgm-classic,,,Medida,XL (100x60cm),,,,,"29,000.00",,0.7,8.0,32.0,8.0,,,,,,,,,,,,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-berserk-mgm-classic,,,Medida,XXL (110x70cm),,,,,"37,500.00",,0.8,8.0,32.0,8.0,,,,,,,,,,,,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-berserk-mgm-classic,,,Medida,XXXL (140x100cm),,,,,"69,500.00",,0.4,8.0,32.0,8.0,,,,,,,,,,,,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-evangelion-manga-mgm-classic,Mousepad Evangelion Manga | MGM Classic,mousepads > serie classic,Medida,M (82x32cm),,,,,"12,500.00",,0.4,8.0,32.0,8.0,,,,SI,NO,,,Mousepad gamer XL con env?o gratis a sucursal y bordado reforzado.,"Consigue el mejor rendimiento en tus juegos con nuestro Mousepad gamer XL personalizado con env?o gratis a sucursal en Argentina. Nuestro bordado reforzado garantiza una mayor durabilidad y resistencia a tu mousepad. Adem?s, ?t? eliges el dise?o! Crea un mousepad ?nico y personalizado que se adapte a tu est",MgMGamers - Mousepads,SI,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-evangelion-manga-mgm-classic,,,Medida,L (90x40cm),,,,,"16,500.00",,0.4,8.0,32.0,8.0,,,,,,,,,,,,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-evangelion-manga-mgm-classic,,,Medida,XL (100x60cm),,,,,"29,000.00",,0.7,8.0,32.0,8.0,,,,,,,,,,,,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-evangelion-manga-mgm-classic,,,Medida,XXL (110x70cm),,,,,"37,500.00",,0.8,8.0,32.0,8.0,,,,,,,,,,,,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-evangelion-manga-mgm-classic,,,Medida,XXXL (140x100cm),,,,,"69,500.00",,0.4,8.0,32.0,8.0,,,,,,,,,,,,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-personalizado-sushi-suitchi-90x40,Mousepad Personalizado Sushi suitchi 90x40,"mousepads, mousepads > serie classic > personalizados",,,,,,,"17,000.00",,0.4,7.0,40.0,7.0,485.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-berserk-guts-82x32,Mousepad Personalizado Berserk guts 82x32,"mousepads, mousepads > serie classic > personalizados",,,,,,,"12,500.00",,0.4,7.0,40.0,7.0,40.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-cat-market-mgm-classic,Mousepad Cat Market | MGM Classic,mousepads > serie classic,Medida,M (82x32cm),,,,,"12,500.00",,0.4,8.0,32.0,8.0,,,,SI,NO,,,Mousepad gamer XL con env?o gratis a sucursal y bordado reforzado.,"Consigue el mejor rendimiento en tus juegos con nuestro Mousepad gamer XL personalizado con env?o gratis a sucursal en Argentina. Nuestro bordado reforzado garantiza una mayor durabilidad y resistencia a tu mousepad. Adem?s, ?t? eliges el dise?o! Crea un mousepad ?nico y personalizado que se adapte a tu est",MgMGamers - Mousepads,SI,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-cat-market-mgm-classic,,,Medida,L (90x40cm),,,,,"16,500.00",,0.4,8.0,32.0,8.0,,,,,,,,,,,,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-cat-market-mgm-classic,,,Medida,XL (100x60cm),,,,,"29,000.00",,0.7,8.0,32.0,8.0,,,,,,,,,,,,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-cat-market-mgm-classic,,,Medida,XXL (110x70cm),,,,,"37,500.00",,0.8,8.0,32.0,8.0,,,,,,,,,,,,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-cat-market-mgm-classic,,,Medida,XXXL (140x100cm),,,,,"69,500.00",,0.4,8.0,32.0,8.0,,,,,,,,,,,,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-blossom-samurai-mgm-classic,Mousepad Blossom Samurai | MGM Classic,mousepads > serie classic,Medida,M (82x32cm),,,,,"12,500.00",,0.4,8.0,32.0,8.0,,,,SI,NO,,,Mousepad gamer XL con envío gratis a sucursal y bordado reforzado.,"Consigue el mejor rendimiento en tus juegos con nuestro Mousepad gamer XL personalizado con envío gratis a sucursal en Argentina. Nuestro bordado reforzado garantiza una mayor durabilidad y resistencia a tu mousepad. Además, eliges el diseño! Crea un mousepad único y personalizado que se adapte a tu setup",MgMGamers - Mousepads,SI,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-blossom-samurai-mgm-classic,,,Medida,L (90x40cm),,,,,"16,500.00",,0.4,8.0,32.0,8.0,,,,,,,,,,,,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-blossom-samurai-mgm-classic,,,Medida,XL (100x60cm),,,,,"29,000.00",,0.7,8.0,32.0,8.0,,,,,,,,,,,,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-blossom-samurai-mgm-classic,,,Medida,XXL (110x70cm),,,,,"37,500.00",,0.8,8.0,32.0,8.0,,,,,,,,,,,,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-blossom-samurai-mgm-classic,,,Medida,XXXL (140x100cm),,,,,"69,500.00",,0.4,8.0,32.0,8.0,,,,,,,,,,,,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-personalizado-topografico-negro-100x60,Mousepad Personalizado Topografico negro 100x60,mousepads > serie classic > personalizados,,,,,,,"29,000.00",,0.7,8.0,60.0,6.0,31.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-90x4040,Mousepad Personalizado Magma Violeta 90x40,mousepads > serie classic > personalizados,,,,,,,"17,000.00",,0.4,6.0,40.0,6.0,195.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-topografico-negro-82x32,Mousepad Personalizado Topografico negro 82x32,mousepads > serie classic > personalizados,,,,,,,"12,500.00",,0.4,6.0,32.0,6.0,65.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-momoiro-mgm-classic,Mousepad Momoiro | MGM Classic,mousepads > serie classic,Medida,M (82x32cm),,,,,"12,500.00",,0.4,8.0,32.0,8.0,,,,SI,NO,,,Mousepad gamer XL con env?o gratis a sucursal y bordado reforzado.,"Consigue el mejor rendimiento en tus juegos con nuestro Mousepad gamer XL personalizado con env?o gratis a sucursal en Argentina. Nuestro bordado reforzado garantiza una mayor durabilidad y resistencia a tu mousepad. Adem?s, ?t? eliges el dise?o! Crea un mousepad ?nico y personalizado que se adapte a tu est",MgMGamers - Mousepads,SI,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-momoiro-mgm-classic,,,Medida,L (90x40cm),,,,,"16,500.00",,0.4,8.0,32.0,8.0,,,,,,,,,,,,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-momoiro-mgm-classic,,,Medida,XL (100x60cm),,,,,"29,000.00",,0.7,8.0,32.0,8.0,,,,,,,,,,,,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-momoiro-mgm-classic,,,Medida,XXL (110x70cm),,,,,"37,500.00",,0.8,8.0,32.0,8.0,,,,,,,,,,,,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-momoiro-mgm-classic,,,Medida,XXXL (140x100cm),,,,,"69,500.00",,0.4,8.0,32.0,8.0,,,,,,,,,,,,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-blossom-tokyo-mgm-classic,Mousepad Blossom Tokyo | MGM Classic,mousepads > serie classic,Medida,M (82x32cm),,,,,"12,500.00",,0.4,8.0,32.0,8.0,,,,SI,NO,,,Mousepad gamer XL con envío gratis a sucursal y bordado reforzado.,"Consigue el mejor rendimiento en tus juegos con nuestro Mousepad gamer XL personalizado con envío gratis a sucursal en Argentina. Nuestro bordado reforzado garantiza una mayor durabilidad y resistencia a tu mousepad. Además, eliges el diseño! Crea un mousepad único y personalizado que se adapte a tu setup",MgMGamers - Mousepads,SI,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-blossom-tokyo-mgm-classic,,,Medida,L (90x40cm),,,,,"16,500.00",,0.4,8.0,32.0,8.0,,,,,,,,,,,,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-blossom-tokyo-mgm-classic,,,Medida,XL (100x60cm),,,,,"29,000.00",,0.7,8.0,32.0,8.0,,,,,,,,,,,,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-blossom-tokyo-mgm-classic,,,Medida,XXL (110x70cm),,,,,"37,500.00",,0.8,8.0,32.0,8.0,,,,,,,,,,,,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-blossom-tokyo-mgm-classic,,,Medida,XXXL (140x100cm),,,,,"17,000.00",,0.4,8.0,32.0,8.0,,,,,,,,,,,,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-akira-colors-mgm-classic,Mousepad Akira Colors | MGM Classic,mousepads > serie classic,Medida,M (82x32cm),,,,,"12,500.00",,0.4,8.0,32.0,8.0,,,,SI,NO,,,Mousepad gamer XL con env?o gratis a sucursal y bordado reforzado.,"Consigue el mejor rendimiento en tus juegos con nuestro Mousepad gamer XL personalizado con env?o gratis a sucursal en Argentina. Nuestro bordado reforzado garantiza una mayor durabilidad y resistencia a tu mousepad. Adem?s, ?t? eliges el dise?o! Crea un mousepad ?nico y personalizado que se adapte a tu est",MgMGamers - Mousepads,SI,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-akira-colors-mgm-classic,,,Medida,L (90x40cm),,,,,"16,500.00",,0.4,8.0,32.0,8.0,,,,,,,,,,,,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-akira-colors-mgm-classic,,,Medida,XL (100x60cm),,,,,"26,000.00",,0.7,8.0,32.0,8.0,,,,,,,,,,,,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-akira-colors-mgm-classic,,,Medida,XXL (110x70cm),,,,,"37,500.00",,0.8,8.0,32.0,8.0,,,,,,,,,,,,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-akira-colors-mgm-classic,,,Medida,XXXL (140x100cm),,,,,"69,500.00",,0.4,8.0,32.0,8.0,,,,,,,,,,,,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-evangelion-mgm-classic,Mousepad Evangelion | MGM Classic,mousepads > serie classic,Medida,M (82x32cm),,,,,"12,500.00",,0.4,6.0,40.0,6.0,,,,SI,NO,,,Mousepad gamer XL con env?o gratis a sucursal y bordado reforzado.,"Consigue el mejor rendimiento en tus juegos con nuestro Mousepad gamer XL personalizado con env?o gratis a sucursal en Argentina. Nuestro bordado reforzado garantiza una mayor durabilidad y resistencia a tu mousepad. Adem?s, ?t? eliges el dise?o! Crea un mousepad ?nico y personalizado que se adapte a tu est",MgMGamers - Mousepads,SI,,,,,,,,,,,,,,,,,,
mousepad-evangelion-mgm-classic,,,Medida,L (90x40cm),,,,,"16,500.00",,0.4,6.0,40.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mousepad-evangelion-mgm-classic,,,Medida,XL (100x60cm),,,,,"29,000.00",,0.7,6.0,40.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mousepad-evangelion-mgm-classic,,,Medida,XXL (110x70cm),,,,,"37,500.00",,0.8,6.0,40.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mousepad-evangelion-mgm-classic,,,Medida,XXXL (140x100cm),,,,,"69,500.00",,0.4,6.0,40.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mousepad-personalizado-peces-koi-90x40,Mousepad Personalizado Peces Koi 90x40,"mousepads, mousepads > serie classic > personalizados",,,,,,,"17,000.00",,0.4,6.0,40.0,6.0,973.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-personalizado-messi-90x40,Mousepad Personalizado Messi 90x40,"mousepads, mousepads > serie classic > personalizados",,,,,,,"17,000.00",,0.4,6.0,40.0,8.0,62.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-fire-force-mgm-classic,Mousepad Fire Force | MGM Classic,mousepads > serie classic,Medida,M (82x32cm),,,,,"12,500.00",,0.4,8.0,32.0,8.0,,,,SI,NO,,,Mousepad Gamer Evangelion Anime Personalizado XL,"Mousepad Gamer Personalizado con dise?o de Evangelion disponible en varios tama?os hasta XXXL, para cubrir todo tu setup gamer.",Mousepad Gamer Evangelion Personalizado,SI,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-fire-force-mgm-classic,,,Medida,L (90x40cm),,,,,"16,500.00",,0.4,8.0,32.0,8.0,,,,,,,,,,,,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-fire-force-mgm-classic,,,Medida,XL (100x60cm),,,,,"29,000.00",,0.7,8.0,32.0,8.0,,,,,,,,,,,,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-fire-force-mgm-classic,,,Medida,XXL (110x70cm),,,,,"37,500.00",,0.8,8.0,32.0,8.0,,,,,,,,,,,,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-fire-force-mgm-classic,,,Medida,XXXL (140x100cm),,,,,"69,500.00",,0.4,8.0,32.0,8.0,,,,,,,,,,,,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-eva-colors-mgm-classic,Mousepad Eva Colors | MGM Classic,mousepads > serie classic,Medida,M (82x32cm),,,,,"12,500.00",,0.4,8.0,32.0,8.0,,,,SI,NO,,,Mousepad Gamer Evangelion Anime Personalizado XL,"Consigue el mejor rendimiento en tus juegos con nuestro Mousepad gamer XL personalizado con envío gratis a sucursal en Argentina. Nuestro bordado reforzado garantiza una mayor durabilidad y resistencia a tu mousepad. Además, eliges el diseño! Crea un mousepad único y personalizado que se adapte a tu setup",Mousepad Gamer Evangelion Personalizado,SI,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-eva-colors-mgm-classic,,,Medida,L (90x40cm),,,,,"16,500.00",,0.4,8.0,32.0,8.0,,,,,,,,,,,,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-eva-colors-mgm-classic,,,Medida,XL (100x60cm),,,,,"29,000.00",,0.7,8.0,32.0,8.0,,,,,,,,,,,,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-eva-colors-mgm-classic,,,Medida,XXL (110x70cm),,,,,"37,500.00",,0.8,8.0,32.0,8.0,,,,,,,,,,,,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-eva-colors-mgm-classic,,,Medida,XXXL (140x100cm),,,,,"69,500.00",,0.4,8.0,32.0,8.0,,,,,,,,,,,,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-coral-kraken-mgm-classic,Mousepad Coral Kraken | MGM Classic,mousepads > serie classic,Medida,M (82x32cm),Color,Coral,,,"12,500.00",,0.4,8.0,32.0,8.0,,,,SI,NO,,,Mousepad gamer XL con envío gratis a sucursal y bordado reforzado.,"Consigue el mejor rendimiento en tus juegos con nuestro Mousepad gamer XL personalizado con envío gratis a sucursal en Argentina. Nuestro bordado reforzado garantiza una mayor durabilidad y resistencia a tu mousepad. Además, eliges el diseño! Crea un mousepad único y personalizado que se adapte a tu setup",MgMGamers - Mousepads,SI,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-coral-kraken-mgm-classic,,,Medida,M (82x32cm),Color,Violeta,,,"12,500.00",,0.4,8.0,32.0,8.0,,,,,,,,,,,,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-coral-kraken-mgm-classic,,,Medida,M (82x32cm),Color,Negro,,,"12,500.00",,0.4,8.0,32.0,8.0,,,,,,,,,,,,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-coral-kraken-mgm-classic,,,Medida,L (90x40cm),Color,Coral,,,"16,500.00",,0.4,8.0,32.0,8.0,,,,,,,,,,,,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-coral-kraken-mgm-classic,,,Medida,L (90x40cm),Color,Violeta,,,"16,500.00",,0.4,8.0,32.0,8.0,,,,,,,,,,,,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-coral-kraken-mgm-classic,,,Medida,L (90x40cm),Color,Negro,,,"16,500.00",,0.4,8.0,32.0,8.0,,,,,,,,,,,,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-coral-kraken-mgm-classic,,,Medida,XL (100x60cm),Color,Coral,,,"29,000.00",,0.6,8.0,32.0,8.0,,,,,,,,,,,,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-coral-kraken-mgm-classic,,,Medida,XL (100x60cm),Color,Violeta,,,"29,000.00",,0.6,8.0,32.0,8.0,,,,,,,,,,,,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-coral-kraken-mgm-classic,,,Medida,XL (100x60cm),Color,Negro,,,"29,000.00",,0.6,8.0,32.0,8.0,,,,,,,,,,,,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-coral-kraken-mgm-classic,,,Medida,XXL (110x70cm),Color,Coral,,,"37,500.00",,0.8,8.0,32.0,8.0,,,,,,,,,,,,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-coral-kraken-mgm-classic,,,Medida,XXL (110x70cm),Color,Violeta,,,"37,500.00",,0.8,8.0,32.0,8.0,,,,,,,,,,,,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-coral-kraken-mgm-classic,,,Medida,XXL (110x70cm),Color,Negro,,,"37,500.00",,0.8,8.0,32.0,8.0,,,,,,,,,,,,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-coral-kraken-mgm-classic,,,Medida,XXXL (140x100cm),Color,Coral,,,"69,500.00",,0.4,8.0,32.0,8.0,,,,,,,,,,,,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-coral-kraken-mgm-classic,,,Medida,XXXL (140x100cm),Color,Violeta,,,"69,500.00",,0.4,8.0,32.0,8.0,,,,,,,,,,,,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-coral-kraken-mgm-classic,,,Medida,XXXL (140x100cm),Color,Negro,,,"69,500.00",,0.4,8.0,32.0,8.0,,,,,,,,,,,,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-personalizado-olas-90x40,Mousepad Personalizado Olas 90x40,"mousepads, mousepads > serie classic > personalizados",,,,,,,"17,000.00",,0.4,6.0,40.0,6.0,75.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-the-witcher-mgm-classic,Mousepad The Witcher | MGM Classic,mousepads > serie classic,Medida,M (82x32cm),,,,,"12,500.00",,0.4,8.0,32.0,8.0,,,,SI,NO,,,Mousepad gamer XL con env?o gratis a sucursal y bordado reforzado.,"Consigue el mejor rendimiento en tus juegos con nuestro Mousepad gamer XL personalizado con env?o gratis a sucursal en Argentina. Nuestro bordado reforzado garantiza una mayor durabilidad y resistencia a tu mousepad. Adem?s, ?t? eliges el dise?o! Crea un mousepad ?nico y personalizado que se adapte a tu est",MgMGamers - Mousepads,SI,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-the-witcher-mgm-classic,,,Medida,L (90x40cm),,,,,"16,500.00",,0.4,8.0,32.0,8.0,,,,,,,,,,,,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-the-witcher-mgm-classic,,,Medida,XL (100x60cm),,,,,"29,000.00",,0.7,8.0,32.0,8.0,,,,,,,,,,,,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-the-witcher-mgm-classic,,,Medida,XXL (110x70cm),,,,,"37,500.00",,0.8,8.0,32.0,8.0,,,,,,,,,,,,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-the-witcher-mgm-classic,,,Medida,XXXL (140x100cm),,,,,"69,500.00",,0.4,8.0,32.0,8.0,,,,,,,,,,,,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-personalizado-topografico-negro-90x40,Mousepad Personalizado Topografico Negro 90x40,"mousepads, mousepads > serie classic > personalizados",,,,,,,"17,000.00",,0.4,7.0,40.0,6.0,311.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
support-press-soporte-para-auriculares-mgm-gamers,Support Press - Soporte para auriculares | MgM Gamers,Extras > accesorios,Color,Negro,,,,,"12,000.00",,0.3,7.0,5.0,7.0,,,,SI,NO,,"3D, apoya, auriculares, auris, figuras, soporte","Apoya auriculares soporte 3D, ajustable al escritorio","Soporte para auriculares impreso en 3D super resistentes y ajustable.
Aprovech? y llevatelo con la compra de tu Mousepad Gamer con envio gratis a sucursal",MgMGamers,SI,,,,,,,,,,,,,,,,,,
support-press-soporte-para-auriculares-mgm-gamers,,,Color,Rosa,,,,,"12,000.00",,0.3,7.0,5.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
figura-3d-keychains,Figura 3D Keychains,Extras,,,,,,,"8,000.00",,0.2,7.0,5.0,7.0,,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
figura-3d-pokemon-lowpoly,Figura 3D Pokemon Lowpoly,Extras,Color,Azul,,,,,"6,000.00",,0.2,7.0,5.0,7.0,,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
figura-3d-pokemon-lowpoly,,,Color,Naranja,,,,,"6,000.00",,0.2,7.0,5.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
figura-3d-pokemon-lowpoly,,,Color,Violeta,,,,,"6,000.00",,0.2,7.0,5.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
figura-3d-pokemon-lowpoly,,,Color,Amarillo,,,,,"6,000.00",,0.2,7.0,5.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
figura-3d-pokemon-lowpoly,,,Color,Verde,,,,,"6,000.00",,0.2,7.0,5.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
figura-3d-pokemon-lowpoly,,,Color,Blanco,,,,,"6,000.00",,0.2,7.0,5.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
figura-3d-hollow,Figura 3D Hollow,Extras,,,,,,,"7,500.00",,0.2,7.0,5.0,7.0,99983.0,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-hollow-knight-mgm-classic,Mousepad Hollow Knight | MGM Classic,mousepads > serie classic,Medida,M (82x32cm),,,,,"12,500.00",,0.4,8.0,32.0,8.0,,,,SI,NO,,,Mousepad gamer XL con env?o gratis a sucursal y bordado reforzado.,"Consigue el mejor rendimiento en tus juegos con nuestro Mousepad gamer XL personalizado con env?o gratis a sucursal en Argentina. Nuestro bordado reforzado garantiza una mayor durabilidad y resistencia a tu mousepad. Adem?s, ?t? eliges el dise?o! Crea un mousepad ?nico y personalizado que se adapte a tu est",MgMGamers - Mousepads,SI,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-hollow-knight-mgm-classic,,,Medida,L (90x40cm),,,,,"16,500.00",,0.4,8.0,32.0,8.0,,,,,,,,,,,,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-hollow-knight-mgm-classic,,,Medida,XL (100x60cm),,,,,"29,000.00",,0.7,8.0,32.0,8.0,,,,,,,,,,,,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-hollow-knight-mgm-classic,,,Medida,XXL (110x70cm),,,,,"37,500.00",,0.8,8.0,32.0,8.0,,,,,,,,,,,,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-hollow-knight-mgm-classic,,,Medida,XXXL (140x100cm),,,,,"69,500.00",,0.4,8.0,32.0,8.0,,,,,,,,,,,,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
minipads-apoyavasos-mgm-gamers,MiniPads - Apoyavasos | MgM Gamers,Extras > accesorios,,,,,,,"1,900.00",,0.1,15.0,15.0,0.3,,,,SI,NO,,,,,,SI,,,,,,,,,,,,,,,,,,
mousepad-old-sakura-mgm-classic,Mousepad Old Sakura | MGM Classic,mousepads > serie classic,Medida,M (82x32cm),,,,,"12,500.00",,0.4,8.0,32.0,8.0,,,,SI,NO,,,Mousepad gamer XL con envío gratis a sucursal y bordado reforzado.,"Consigue el mejor rendimiento en tus juegos con nuestro Mousepad gamer XL personalizado con envío gratis a sucursal en Argentina. Nuestro bordado reforzado garantiza una mayor durabilidad y resistencia a tu mousepad. Además, eliges el diseño! Crea un mousepad único y personalizado que se adapte a tu setup",MgMGamers - Mousepads,SI,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-old-sakura-mgm-classic,,,Medida,L (90x40cm),,,,,"16,500.00",,0.4,8.0,32.0,8.0,,,,,,,,,,,,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
mousepad-old-sakura-mgm-classic,,,Medida,XL (100x60cm),,,,,"29,000.00",,0.7,8.0,32.0,8.0,,,,,,,,,,,,,Unisex,5 a 13 años,,,,,,,,,,,,,,,
